id,ticker_id,date_id,open,high,low,close,volume,vwap,daily_return_pct,sma_7,sma_30,ema_12,ema_26,macd,macd_signal,macd_histogram,rsi_14,bb_upper,bb_middle,bb_lower,volatility_7d,volume_zscore,is_outlier,target_next_close,ingested_at
19,1,20240605,193.9004,195.3889,193.3744,194.3668,54156800,,0,192.901,189.7756,191.9495,190.122,1.8275,1.4727,0.3548,88.8463,195.1794,190.1127,185.046,0.004072,0.3494,f,192.9874,2026-05-11 03:09:19.738139
20,1,20240606,194.1881,194.9919,192.6798,192.9874,41181800,,0,193.2809,190.0905,192.2443,190.5308,1.7135,1.5692,0.1443,63.8532,195.7995,190.4679,185.1363,0.004348,-1.0009,f,195.3789,2026-05-11 03:09:19.738139
21,1,20240607,193.1561,195.4286,192.6501,195.379,53103900,,0.0001,194.0464,190.5569,193.1346,191.2224,1.9122,1.6806,0.2316,78.0842,196.3405,191.4612,186.5819,0.006331,0.1852,f,191.6379,2026-05-11 03:09:19.738139
22,1,20240610,195.3889,195.7858,190.6753,191.6379,97010200,,0,193.4822,190.7719,192.7095,191.2817,1.4278,1.6253,-0.1975,42.9054,196.2196,191.7728,187.326,0.009515,2.4805,f,205.5602,2026-05-11 03:09:19.738139
23,1,20240611,192.1638,205.5701,192.144,205.5602,172373300,,0,196.8774,191.8377,196.3594,193.3187,3.0407,2.0239,1.0168,82.3355,202.5961,193.4757,184.3553,0.029376,2.6652,t,211.4348,2026-05-11 03:09:19.738139
24,1,20240612,205.7785,218.51,205.3121,211.4348,198134300,,0,201.8064,193.2084,200.6412,195.9031,4.7381,2.8858,1.8523,87.2731,209.4613,195.7362,182.0111,0.030273,2.0897,f,212.5958,2026-05-11 03:09:19.738139
25,1,20240613,213.0919,215.0865,209.976,212.5958,97862700,,0,207.2599,194.7525,204.0366,198.2845,5.7521,3.8518,1.9003,88.145,214.4907,198.0136,181.5365,0.027379,0.172,f,210.8592,2026-05-11 03:09:19.738139
26,1,20240614,212.2088,213.5186,209.6784,210.8592,70122700,,0,210.7628,196.4467,205.9744,200.0785,5.8959,4.5836,1.3123,77.5631,217.398,200.022,182.646,0.011675,-0.3358,f,215.0071,2026-05-11 03:09:19.738139
27,1,20240617,211.7324,217.2696,211.0874,215.0071,93728300,,0,212.6227,198.2124,208.5399,202.2082,6.3317,5.1886,1.1431,83.7621,221.0212,202.2687,183.5162,0.008589,0.0233,f,212.6454,2026-05-11 03:09:19.738139
28,1,20240618,215.9201,216.9521,211.3653,212.6454,79943300,,0,212.8027,199.8199,209.7059,203.6972,6.0087,5.5129,0.4958,69.2572,222.7737,204.2474,185.7211,0.009784,-0.3161,f,208.0708,2026-05-11 03:09:19.738139
29,1,20240620,212.2882,212.5958,207.2472,208.0708,86172500,,0,211.758,201.1027,209.2415,204.3211,4.9204,5.3816,-0.4612,47.8768,222.9488,205.6178,188.2868,0.012563,-0.2655,f,205.8976,2026-05-11 03:09:19.738139
30,1,20240621,208.7754,210.2638,205.5205,205.8976,241805100,,0,209.7478,202.1744,208.2918,204.546,3.7458,4.8797,-1.1339,40.0558,221.9491,206.9088,191.8685,0.008457,2.0201,f,206.5426,2026-05-11 03:09:19.738139
31,1,20240624,206.1258,211.0676,205.0045,206.5426,80727000,,0,207.6668,203.2256,207.795,204.8309,2.9641,4.2484,-1.2843,43.6905,220.8722,208.0251,195.178,0.008785,-0.7059,f,207.4655,2026-05-11 03:09:19.738139
32,1,20240625,207.5448,209.7577,207.009,207.4655,55549700,,0,206.8403,204.2206,207.7014,205.2067,2.4947,3.6529,-1.1582,49.5213,216.0547,209.6079,203.1611,0.004791,-1.0123,f,211.6134,2026-05-11 03:09:19.738139
33,1,20240626,209.8768,213.211,209.0234,211.6134,66213200,,0,208.1629,205.4709,208.8125,206.1207,2.6918,3.2957,-0.6039,68.8326,216.1135,210.2132,204.3129,0.007311,-0.6796,f,212.4569,2026-05-11 03:09:19.738139
34,1,20240627,213.0423,214.0843,210.7203,212.4569,49772700,,0,209.9449,206.6769,209.8476,207.0246,2.823,3.1191,-0.2961,71.7578,216.3371,210.3154,204.2937,0.007303,-0.7951,f,209.0036,2026-05-11 03:09:19.738139
35,1,20240628,214.114,214.4117,208.686,209.0036,82542700,,0,210.5162,207.7446,209.6079,207.307,2.3009,2.8639,-0.563,47.4726,215.8087,209.9562,204.1037,0.010577,-0.152,f,215.0865,2026-05-11 03:09:19.738139
36,1,20240701,210.4623,215.8407,210.2936,215.0865,60402900,,0,212.1011,209.0585,211.1639,208.4168,2.7471,2.7931,-0.046,70.7153,217.0301,210.3789,203.7277,0.013458,-0.5437,f,218.5795,2026-05-11 03:09:19.738139
37,1,20240702,214.4911,218.6887,213.4492,218.5795,58046200,,0,213.9709,210.8546,213.2701,209.8666,3.4035,2.9699,0.4336,78.1177,218.6733,210.7362,202.7991,0.014457,-0.5132,f,219.8497,2026-05-11 03:09:19.738139
38,1,20240703,218.3116,219.8497,217.349,219.8497,37369800,,0,216.5764,211.8072,215.1389,211.2908,3.8481,3.2586,0.5895,80.5037,221.1648,211.4566,201.7484,0.011334,-0.7842,f,224.6029,2026-05-11 03:09:19.738139
39,1,20240705,219.9489,224.7121,219.9489,224.6029,60412400,,0,220.1644,212.6851,217.8269,213.1899,4.637,3.7038,0.9332,87.3665,225.3851,213.1098,200.8345,0.00906,-0.3306,f,226.0716,2026-05-11 03:09:19.738139
40,1,20240708,225.3472,226.1013,221.5366,226.0716,59085900,,0,222.804,213.5835,220.1686,215.0276,5.141,4.1908,0.9502,88.9645,228.6322,215.1272,201.6222,0.007949,-0.1481,f,226.9249,2026-05-11 03:09:19.738139
41,1,20240709,226.1807,227.6394,224.6327,226.9249,48076100,,0,225.0069,214.6545,222.0875,216.7249,5.3626,4.6025,0.7601,89.948,231.0387,217.1654,203.2921,0.007945,-0.8333,f,231.1919,2026-05-11 03:09:19.738139
42,1,20240710,227.5402,231.2912,227.4906,231.192,62627700,,0,227.5685,215.7335,224.6734,218.7888,5.8846,5.0332,0.8514,93.6913,234.0979,219.5381,204.9783,0.006946,0.3576,f,225.8235,2026-05-11 03:09:19.738139
43,1,20240711,229.6142,230.6065,224.0373,225.8235,64710600,,0,227.7075,216.6121,225.0001,219.7924,5.2077,5.1492,0.0585,57.7004,234.8759,220.9591,207.0423,0.012295,0.5535,f,228.7707,2026-05-11 03:09:19.738139
44,1,20240712,227.1631,230.8546,226.925,228.7707,53046500,,0,228.3567,217.9921,226.071,221.0732,4.9978,5.1147,-0.1169,66.9732,235.9219,222.5905,209.2591,0.013244,-0.4916,f,232.6011,2026-05-11 03:09:19.738139
45,1,20240715,234.6651,235.4093,231.3011,232.6011,62631300,,0,229.3689,219.7723,227.9257,222.7178,5.2079,5.1387,0.0692,76.0557,235.8473,224.9502,214.0531,0.012804,0.7351,f,233.0178,2026-05-11 03:09:19.738139
46,1,20240716,233.1965,234.4567,230.547,233.0179,43234300,,0,230.6575,221.5373,229.372,224.1872,5.1848,5.1623,0.0225,76.9732,236.3167,226.7434,217.1701,0.007204,-1.301,f,227.1234,2026-05-11 03:09:19.738139
47,1,20240717,227.6891,229.6836,224.9006,227.1234,57345900,,0,230.6079,222.8478,228.7333,224.6061,4.1272,4.8687,-0.7415,44.7158,235.3807,227.5978,219.8149,0.012362,0.278,f,222.4595,2026-05-11 03:09:19.738139
48,1,20240718,228.5127,228.6715,220.5642,222.4595,66034600,,0,228.2575,223.5709,226.9514,224.2999,2.6515,4.1776,-1.5261,31.0212,234.6503,227.8587,221.0671,0.011458,1.1459,f,222.5885,2026-05-11 03:09:19.738139
49,1,20240719,223.0946,225.0594,221.5664,222.5885,49151500,,0,225.3372,224.2463,225.7123,224.0557,1.6566,3.3421,-1.6855,31.7905,234.9502,227.6573,220.3644,0.011324,-0.975,f,222.2412,2026-05-11 03:09:19.738139
50,1,20240722,225.2678,226.0319,221.3779,222.2412,48201800,,0,223.1003,225.1289,224.7264,223.7969,0.9295,2.526,-1.5965,30.5686,235.2656,227.2743,219.283,0.007728,-0.9145,f,223.2831,2026-05-11 03:09:19.738139
51,1,20240723,222.6481,225.1983,220.971,223.2831,39960300,,0,222.6693,225.6753,224.3165,223.7236,0.5929,1.8545,-1.2616,39.809,235.2742,226.9101,218.546,0.001949,-1.6199,f,216.8628,2026-05-11 03:09:19.738139
52,1,20240724,222.2809,223.0748,215.4636,216.8628,61777600,,0,221.0518,225.5608,222.1994,222.7448,-0.5454,1.0705,-1.6159,19.0306,235.2802,225.4772,215.6742,0.011235,0.7946,f,215.8208,2026-05-11 03:09:19.738139
53,1,20240725,217.2498,219.1551,212.9729,215.8208,51391200,,0,219.1678,225.2923,220.3878,221.757,-1.3692,0.2491,-1.6183,17.1018,235.9266,224.4769,213.0272,0.011201,-0.2257,f,216.2872,2026-05-11 03:09:19.738139
54,1,20240726,217.0215,217.8055,214.3522,216.2872,41601300,,0,217.3178,224.7379,219.2231,220.9767,-1.7536,-0.4465,-1.3071,21.8235,235.2706,223.2285,211.1864,0.010907,-1.1572,f,216.5651,2026-05-11 03:09:19.738139
55,1,20240729,215.2949,217.617,214.0942,216.5651,36311800,,0,216.3156,224.1041,218.4682,220.3473,-1.8791,-0.9553,-0.9238,25.203,232.3902,221.6249,210.8596,0.002204,-1.3881,f,217.1208,2026-05-11 03:09:19.738139
